Nome do Arquivo;iCodDocumento
08000003592017_6726111_NP00118029520165180102_-_Notificacao.pdf ;5083
08000003602017_6726265_NP00122186320165180005_-_Notificacao.pdf ;5083
11000003082017_6726485_INICIAL_(3).pdf ;5070
08000003622017_6728278_NP00071828020164013502.pdf ;5083
04000001302017_6731447_NP00017348420165100013GR1DT16012017CD5083.pdf ;5083
04000001312017_6731448_NP00018049520165100015GR1DT16012017CD5083.pdf ;5083
04000001322017_6731449_NP00017046120165100009GR1DT16012017CD5083.pdf ;5083
04000001362017_6731451_NP00016924420165100010GR1DT16012017CD5083.pdf ;5083
04000001372017_6731452_NP00017437620165100003GR1DT16012017CD5083.pdf ;5083
04000001392017_6731453_NP00712825920164013400GR1DT16012017CD5083.pdf ;5083
04000001442017_6731455_NP00480597720164013400GR1DT16012017CD5083.pdf ;5083
08000003592017_6734529_PETICAO_INICIAL.pdf ;5083
09000000432017_6735181_CLAYTON_EDUARDO_FERRO_E_SILVA_4393-90.2016.4.01.3702.pdf ;5070
11000003102017_6735353_INICIAL_(3).pdf ;5070
03000004872017_6735551_inicial_adauto.pdf ;5070
11000000532017_6737034_INICIAL_(3).pdf ;5070
03001000712017_6737071_Mandado_de_Intimacao_Mari_Leuza.pdf ;5070
04000001672017_6737194_NP00012777620165100005GR1.pdf ;5083
08000003712017_6737574_NP00117820720165180102_-_Intimacao.pdf ;5083
08000003712017_6737575_NP00117820720165180102_-_Peticao_Inicial.pdf ;5083
08000003712017_6737605_NP00117820720165180102_-_Notificacao.pdf ;5083
08000003602017_6737730_NP00122186320165180005_-_Notificacao.pdf ;5083
08000003602017_6737731_NP00122186320165180005_-_Peticao_Inicial.pdf ;5083
08000003722017_6738950_NP00122400920165180010_-_Inicial.pdf ;5083
08000003722017_6738952_NP00122400920165180010.pdf ;5083
08000003732017_6738953_NP00121992720165180015_-_Inicial.pdf ;5083
08000003732017_6738954_NP00121992720165180015.pdf ;5083
02000000182017_6739022_RT_00009552320165110201_DAYANA_DE_SOUZA_CARVALHO.pdf ;5070
03001000722017_6739386_Inicial_Eliane_Silva_Oliveira.pdf ;5070
08000003862017_6741571_NP00067428420164013502.pdf ;5083
08000003872017_6741573_NP00066284820164013502.pdf ;5083
08000003902017_6741581_NP00066544620164013502.pdf ;5083
08000003912017_6741583_NP00069081920164013502.pdf ;5083
08000003922017_6741586_NP00067020520164013502.pdf ;5083
08000003932017_6741588_NP00069576020164013502.pdf ;5083
08000003942017_6741591_NP00074685820164013502.pdf ;5083
08000003952017_6741592_NP00071974920164013502.pdf ;5083
08000003982017_6741595_NP00066301820164013502.pdf ;5083
03000005042017_6742978_inicial_renan.pdf ;5070
04000001732017_6743329_SAMUEL_ALVES_PETICAO_INICIAL_001732017.pdf ;5070
04000001752017_6743330_FABIO_DONATO_001752017.pdf ;5070
03000005052017_6743620_Inicial_HIRAM_ALFREDO_DA_SILVA_FERREIRA.pdf ;5070
09000000322017_6743733_CE09000000322017GR1CD5070.pdf ;5070
09000003082017_6743758_CE09000003082017GR1CD5070.pdf ;5070
09000003092017_6743759_CE09000003092017GR1CD5070.pdf ;5070
09000003132017_6743763_CE09000003132017GR1CD5070.pdf ;5070
09000003142017_6743764_CE09000003142017GR1CD5070.pdf ;5070
09000003162017_6743766_CE09000003162017GR1CD5070.pdf ;5070
09000003172017_6743767_CE09000003172017GR1CD5070.pdf ;5070
09000003202017_6743771_CE09000003202017GR1CD5070.pdf ;5070
09000003212017_6743772_CE09000003212017GR1CD5070.pdf ;5070
09000003232017_6743773_CE09000003232017GR1CD5070.pdf ;5070
09000003242017_6743774_CE09000003242017GR1CD5070.pdf ;5070
09000003252017_6743775_CE09000003252017GR1CD5070.pdf ;5070
09000003272017_6743777_CE09000003272017GR1CD5070.pdf ;5070
09000003282017_6743778_CE09000003282017GR1CD5070.pdf ;5070
11000003442017_6744183_Peticao_Inicial.pdf ;5070
03000005062017_6744365_inicial_daiana.pdf ;5070
03000005072017_6744404_inicial_carlos.pdf ;5070
11002000162017_6745365_Carla_Martins_da_Silva_-_Peticao_Inicial_Completa.pdf ;5070
16000000572017_6745904_0000073-36.2017.5.22.0002.pdf ;5070
16000000572017_6745905_0000073-36.2017.5..22.0002_pi.pdf ;5070
11000004122017_6746099_00119192120165030097.pdf ;5083
10000000792017_6747605_peticao_inicial.pdf ;5070
10000000882017_6747755_PETICAO_INICIAL.pdf ;5070
11000003932017_6750112_INICIAL_(3).pdf ;5070
11000003942017_6750442_INICIAL_(3).pdf ;5070
16000000752017_6750703_98-PETICAO_INICIAL.PDF ;5070
10000001012017_6750825_peticao_inicial.pdf ;5070
11000003952017_6751603_INICIAL_(3).pdf ;5070
03000005262017_6751653_PETICAO_INICIAL_FRANCISCO_COSTA.pdf ;5070
08000004092017_6751835_NP00119317020165180015_-_Peticao_Inicial.pdf ;5083
08000004092017_6751836_NP00119317020165180015.pdf ;5083
04000002002017_6752152_NP00339774120164013400GR1_DT01062016.pdf ;5083
04000002022017_6752154_NP00559488220164013400GR1_DT21092016.pdf ;5083
04000002042017_6752156_NP00619852820164013400GR1_DT19102016.pdf ;5083
04000002052017_6752157_NP00644978120164013400GR1_DT03112016.pdf ;5083
04000002082017_6752160_NP00611227220164013400GR1_DT13102016.pdf ;5083
04000002092017_6752161_NP00628106920164013400GR1_DT20102016.pdf ;5083
04000002112017_6752163_NP00329311720164013400GR1_DT30052016.pdf ;5083
04000002132017_6752164_NP00635554920164013400GR1_DT27102016.pdf ;5083
04000002142017_6752207_NP00017628220165100003GR1_DT21112016.pdf ;5083
03000005292017_6752268_PETICAO_INICIAL_ERICA_MENDES_18_01_2017.pdf ;5070
08000004242017_6752894_NP00067376220164013502.pdf ;5083
08000004262017_6752896_NP00065696020164013502.pdf ;5083
08000004312017_6752901_NP00074053320164013502.pdf ;5083
08000004392017_6752909_NP00069090420164013502.pdf ;5083
08000004402017_6752910_NP00074616620164013502.pdf ;5083
08000004122017_6752979_NP00404815420164013500.pdf ;5083
08000004132017_6752980_NP00406998220164013500.pdf ;5083
08000004152017_6752982_NP00409336420164013500.pdf ;5083
08000004172017_6752984_NP00409795320164013500.pdf ;5083
08000004192017_6752986_NP00416290320164013500.pdf ;5083
10000000852017_6754908_PETICAO_INICIAL_PETICAO_INICIAL.pdf ;5070
10000000752017_6755124_peticao_inicial.pdf ;5070
10000000782017_6755194_peticao_inicial.pdf ;5070
16000000832017_6755413_PETICAO_INICIAL.pdf ;5070
16000000842017_6755478_PETICAO_INICIAL.pdf ;5070
10000000912017_6755520_peticao_inicial.pdf ;5070
16000000862017_6755532_PETICAO_INICIAL.pdf ;5070
09000003612017_6755624_Notificacao_Fernando_Augusto.pdf ;5070
09000003612017_6755625_RECLAMACAO_TRABALHISTA_FERNANDO_AUGUSTO.pdf ;5070
10000000832017_6755653_peticao_inicial.pdf ;5070
10000001042017_6755727_peticao_inicial.pdf ;5070
09000003622017_6755839_Notificacao_Jose_de_Ribamar_Silva_Filho.pdf ;5070
09000003622017_6755841_Reclamacao_Trabalhista_Jose_de_Ribamar_Silva_Filho.pdf ;5070
10000000862017_6755958_peticao_inicial.pdf ;5070
16000000892017_6756068_PETICAO_INICIAL.pdf ;5070
09000003632017_6756194_Notificacao_Omar_Lima_Junior.pdf ;5070
09000003632017_6756195_RT_-_Omar_x_CEF.pdf ;5070
10000000842017_6756272_peticao_inicial.pdf ;5070
10000000812017_6756404_peticao_inicial.pdf ;5070
10000000822017_6756525_peticao_inicial.pdf ;5070
10000001062017_6756880_PETICAO_INICIAL.pdf ;5070
10000001052017_6756958_PETICAO_INICIAL.pdf ;5070
03000005392017_6758534_inicial_andre.pdf ;5070
02000000222017_6758570_PETICAO_INICIAL__ROGERIO_PESSOA_DE_MELO.pdf ;5070
11000002752017_6758909_Peticao_Inicial.pdf ;5070
09000003652017_6758937_PROCESSO_MUNCIPIO_DE_BACABAL_10037520174013703.pdf ;5070
02000000212017_6758941_PETICAO_INICIAL_RENATA.pdf ;5070
10000000692017_6759375_inicial_trabalhista.pdf ;5070
12000001072017_6759377_INICIAL_-_ALINE_PINHEIRO.pdf ;5070
12000001112017_6759742_INICIAL_-_ANTONIO_PEREIRA_DOS_SANTOS.doc ;5070
11000003552017_6759839_Peticao_Inicial.pdf ;5070
10000001072017_6759911_inicial_itamar.pdf ;5083
10000001082017_6760556_INICIAL_1082017.pdf ;5083
12000001092017_6760731_INICIAL_-_LIONEL_BARBALHO.pdf ;5070
04000002342017_6761105_DocEproc340019012017.pdf ;5083
10000001072017_6761644_peticao_inicial_f.pdf ;5070
10000001092017_6761730_INICIAL_1092017.pdf ;5083
10000001092017_6761802_peticao_inicial.pdf ;5070
02000000302017_6761978_Mandado_de_Intimacao_-_Proc_16374-70.2016.4.01.3200.pdf ;5083
16000000722017_6762050_77-PETICAO_INICIAL.PDF ;5070
11000003122017_6762255_1.pdf ;5083
11000003122017_6762256_2.pdf ;5083
11000003122017_6762257_3.pdf ;5083
11000003122017_6762258_4.pdf ;5083
11000003122017_6762259_5.pdf ;5083
11000003122017_6762260_6.pdf ;5083
08000004432017_6762310_NP00100228920175180004_-_Peticao_inicial.pdf ;5083
08000004432017_6762311_NP00100228920175180004.pdf ;5083
10000001102017_6762500_INICIAL_1102017.pdf ;5083
04000002292017_6762917_NP00017435520165100010GR1_DT11122016.pdf ;5083
04000002302017_6762918_NP00018064720165100021GR1_DT19122016.pdf ;5083
04000002312017_6762919_NP00017987020165100021GR1_DT19122016.pdf ;5083
04000002332017_6762921_NP00015627220165100004GR1_DT24102016.pdf ;5083
04000002352017_6762922_NP00000301420175100009GR1_DT13012017.pdf ;5083
04000002362017_6762923_NP00017675620165100019GR1_DT19122016.pdf ;5083
04000002372017_6762924_NP00017298320165100006GR1_DT20122016.pdf ;5083
11000003892017_6764105_900490893_-_Inicial.pdf ;5070
11000003892017_6764106_900490893_-_Comprovante_de_Pagamento.pdf ;5070
03000005552017_6764459_litispendencia_reinaldo.pdf ;5070
09000002962017_6765165_DOMINGOS_DO_NASCIMENTO_VEIGAS_FILHO_381810420164013700.pdf ;5083
09000001922017_6765705_00406104120164013700.pdf ;5070
09000001892017_6765830_00366759020164013700.pdf ;5070
03000005602017_6768043_inicial_erica.pdf ;5070
03000005612017_6768388_inicial_daniela.pdf ;5070
03000005552017_6769813_00555-2017-02.pdf ;5070
10000001182017_6770006_PETICAO_INICIAL.pdf ;5070
03000005762017_6770843_inicial_joelma.pdf ;5070
03000005772017_6771018_inicial_elvis.pdf ;5070
03001000872017_6771529_MAURA_CARDOSO_DOS_SANTOS________________.zip ;5070
10000001082017_6771803_peticao_inicial.pdf ;5070
10000001102017_6772507_peticao_inicial.pdf ;5070
11000003922017_6773090_inicial.pdf ;5070
11000003652017_6773319_inicial.pdf ;5070
02001000322017_6773442_PETICAO_INICIAL_NP00051123320164014200GR1.zip ;5070
02001000562017_6773444_1_PETICAO_NP00064772520164014200GR1.zip ;5070
02001000562017_6773445_2_PETICAO_NP00064772520164014200GR1.zip ;5070
02001000572017_6773446_PETICAO_NP00059784120164014200GR1.zip ;5070
02001000582017_6773447_PETICAO_NP00064755520164014200GR1.zip ;5070
02001000592017_6773448_PETICAO_NP00063248920164014200GR1.zip ;5070
02001000602017_6773449_PETICAO_NP00063802520164014200GR1.zip ;5070
02001000612017_6773450_PETICAO_NP00058753420164014200GR1.zip ;5070
02001000652017_6773454_PETICAO_NP00058675720164014200GR1.zip ;5070
02001000662017_6773455_PETICAO_NP00055730520164014200GR1.zip ;5070
02001000682017_6773458_PETICAO_NP00064833220164014200GR1.zip ;5070
02001000702017_6773463_PETICAO_NP00057341520164014200GR1.zip ;5070
03001000892017_6773752_JOSENALDO_MOREIRA_BARBOSA_______________.zip ;5070
03001000912017_6773843_JOSENILSON_DA_HORA_DE_JESUS.zip ;5070
02000000352017_6774071_20170119_MANDADO_DE_CITACAO_-_181890520164013200.pdf ;5083
08000004602017_6775431_NP00005033620174013500.pdf ;5083
08000004642017_6775435_NP00389251720164013500.pdf ;5083
08000004662017_6775437_NP00389087820164013500.pdf ;5083
08000004682017_6775439_NP00398467320164013500.pdf ;5083
08000004712017_6775442_NP00404365020164013500.pdf ;5083
08000004722017_6775444_NP00375958220164013500.pdf ;5083
08000004742017_6775446_NP00004851520174013500.pdf ;5083
11003000982017_6776337_1_00048786920164013806.pdf ;5083
08000004812017_6776529_NP00058723320164013504.pdf ;5083
08000004852017_6776534_NP00049067020164013504.pdf ;5083
08000004862017_6776535_NP00051941820164013504.pdf ;5083
12000002062017_6776642_anexo7115239.zip ;5070
11000003882017_6776726_inicial.pdf ;5070
08000004882017_6776746_NP00059442020164013504.pdf ;5083
08000004902017_6776748_NP00059468720164013504.pdf ;5083
08000004922017_6776750_NP00059988320164013504.pdf ;5083
08000004932017_6776751_NP00049785720164013504.pdf ;5083
08000004992017_6776757_NP00061962320164013504.pdf ;5083
08000005002017_6776758_NP00062586320164013504.pdf ;5083
09000004002017_6777090_PETICAO_INICIAL_SEBASTIANA_ANASTACIA_ALVES_GARCIA.pdf ;5070
09000004002017_6777091_SEBASTIANA_ANASTACIA_ALVES_GARCIA_00173364420165160015.pdf ;5070
09000004012017_6777094_MARIA_DE_NAZARE_SANTOS_CARDOSO_00173347420165160015.pdf ;5070
09000004012017_6777095_PETICAO_INICIAL_MARIA_DE_NAZARE_SANTOS_CARDOSO.pdf ;5070
09000004052017_6777113_EVANIR_GARCES_OLIVEIRA_00166425420165160022.pdf ;5070
09000004052017_6777114_PETICAO_INICIAL_EVANIR_GARCES_OLIVEIRA.pdf ;5070
04000002572017_6778352_NP10097584420164013400GR1_-_09.12.2016.pdf ;5070
03000006742017_6778707_inicial_rodrigo.pdf ;5070
10000001262017_6778825_peticao_inicial.pdf ;5070
04000002602017_6778865_NP07384084320168070016GR1_-_15.12.2016.pdf ;5070
